gpgsm	2.4.4-2ubuntu17.6	amd64
gpgv	2.4.4-2ubuntu17.6	amd64
grep	3.11-4build1	amd64
groff-base	1.23.0-3build2	amd64
gsettings-desktop-schemas	46.1-0ubuntu1	all
gtk-update-icon-cache	3.24.41-4ubuntu1.3	amd64
gzip	1.12-1ubuntu3.2	amd64
hicolor-icon-theme	0.17-2	all
hostname	3.23+nmu2ubuntu2	amd64
humanity-icon-theme	0.6.16	all
imagemagick	8:6.9.12.98+dfsg1-5.2build2	amd64
imagemagick-6-common	8:6.9.12.98+dfsg1-5.2build2	all
imagemagick-6.q16	8:6.9.12.98+dfsg1-5.2build2	amd64
info	7.1-3build2	amd64
init	1.66ubuntu1	amd64
init-system-helpers	1.66ubuntu1	all
install-info	7.1-3build2	amd64
iproute2	6.1.0-1ubuntu6.4	amd64
iptables	1.8.10-3ubuntu2	amd64
iputils-ping	3:20240117-1ubuntu0.1	amd64
iso-codes	4.16.0-1	all
jq	1.7.1-3ubuntu0.24.04.2	amd64
kbd	2.6.4-2ubuntu2	amd64
keyboard-configuration	1.226ubuntu1.1	all
keyboxd	2.4.4-2ubuntu17.6	amd64
kmod	31+20240202-2ubuntu7.2	amd64
krb5-locales	1.20.1-6ubuntu2.8	all
landscape-client	24.02-0ubuntu5.7	amd64
landscape-common	24.02-0ubuntu5.7	amd64
less	590-2ubuntu2.1	amd64
libacl1	2.3.2-1build1.1	amd64
libaom3	3.8.2-2ubuntu0.2	amd64
libapparmor1	4.0.1really4.0.1-0ubuntu0.24.04.7	amd64
libappstream5	1.0.2-1build6	amd64
libapt-pkg6.0t64	2.8.3	amd64
libargon2-1	0~20190702+dfsg-4build1	amd64
libasan8	14.2.0-4ubuntu2~24.04.1	amd64
libasound2-data	1.2.11-1ubuntu0.3	all
libasound2t64	1.2.11-1ubuntu0.3	amd64
libassuan0	2.5.6-1build1	amd64
libatk-bridge2.0-0t64	2.52.0-1build1	amd64
libatk1.0-0t64	2.52.0-1build1	amd64
libatm1t64	1:2.5.1-5.1build1	amd64
libatomic1	14.2.0-4ubuntu2~24.04.1	amd64
libatspi2.0-0t64	2.52.0-1build1	amd64
libattr1	1:2.5.2-1ubuntu0.1	amd64
libaudit-common	1:3.1.2-2.1build1.1	all
libaudit1	1:3.1.2-2.1build1.1	amd64
libavahi-client3	0.8-13ubuntu6.2	amd64
libavahi-common-data	0.8-13ubuntu6.2	amd64
libavahi-common3	0.8-13ubuntu6.2	amd64
libbinutils	2.42-4ubuntu2.10	amd64
libblkid1	2.39.3-9ubuntu6.6	amd64
libbpf1	1:1.3.0-2build2	amd64
libbrotli1	1.1.0-2build2	amd64
libbsd0	0.12.1-1build1.1	amd64
libbz2-1.0	1.0.8-5.1ubuntu0.1	amd64
libc-bin	2.39-0ubuntu8.9	amd64
libc-dev-bin	2.39-0ubuntu8.9	amd64
libc6	2.39-0ubuntu8.9	amd64
libc6-dev	2.39-0ubuntu8.9	amd64
libcairo-gobject2	1.18.0-3build1	amd64
libcairo2	1.18.0-3build1	amd64
libcap-ng0	0.8.4-2build2	amd64
libcap2	1:2.66-5ubuntu2.4	amd64
libcap2-bin	1:2.66-5ubuntu2.4	amd64
libcbor0.10	0.10.2-1.2ubuntu2	amd64
libcc1-0	14.2.0-4ubuntu2~24.04.1	amd64
libcolord2	1.4.7-1build2	amd64
libcom-err2	1.47.0-2.4~exp1ubuntu4.1	amd64
libcrypt-dev	1:4.4.36-4build1	amd64
libcrypt1	1:4.4.36-4build1	amd64
libcryptsetup12	2:2.7.0-1ubuntu4.2	amd64
libctf-nobfd0	2.42-4ubuntu2.10	amd64
libctf0	2.42-4ubuntu2.10	amd64
libcups2t64	2.4.7-1.2ubuntu7.14	amd64
libcurl3t64-gnutls	8.5.0-2ubuntu10.13	amd64
libcurl4t64	8.5.0-2ubuntu10.13	amd64
libdatrie1	0.2.13-3build1	amd64
libdb5.3t64	5.3.28+dfsg2-7	amd64
libdbus-1-3	1.14.10-4ubuntu4.1	amd64
libdconf1	0.40.0-4ubuntu0.1	amd64
libdebconfclient0	0.271ubuntu3	amd64
libdeflate0	1.19-1build1.1	amd64
libdevmapper1.02.1	2:1.02.185-3ubuntu3.2	amd64
libdjvulibre-text	3.5.28-2ubuntu0.24.04.2	all
libdjvulibre21	3.5.28-2ubuntu0.24.04.2	amd64
libdpkg-perl	1.22.6ubuntu6.6	all
libdrm-amdgpu1	2.4.125-1ubuntu0.1~24.04.2	amd64
libdrm-common	2.4.125-1ubuntu0.1~24.04.2	all
libdrm-intel1	2.4.125-1ubuntu0.1~24.04.2	amd64
libdrm2	2.4.125-1ubuntu0.1~24.04.2	amd64
libduktape207	2.7.0+tests-0ubuntu3	amd64
libdw1t64	0.190-1.1ubuntu0.1	amd64
libeatmydata1	131-1ubuntu1	amd64
libedit2	3.1-20230828-1build1	amd64
libegl-mesa0	25.2.8-0ubuntu0.24.04.2	amd64
libegl1	1.7.0-1build1	amd64
libelf1t64	0.190-1.1ubuntu0.1	amd64
libepoxy0	1.5.10-1build1	amd64
liberror-perl	0.17029-2	all
libestr0	0.1.11-1build1	amd64
libevent-core-2.1-7t64	2.1.12-stable-9ubuntu2.1	amd64
libexpat1	2.6.1-2ubuntu0.5	amd64
libext2fs2t64	1.47.0-2.4~exp1ubuntu4.1	amd64
libfastjson4	1.2304.0-1build1	amd64
libfdisk1	2.39.3-9ubuntu6.6	amd64
libffi8	3.4.6-1build1	amd64
libfftw3-double3	3.3.10-1ubuntu3	amd64
libfido2-1	1.14.0-1build3	amd64
libfontconfig1	2.15.0-1.1ubuntu2	amd64
libfontenc1	1:1.1.8-1build1	amd64
libfreetype6	2.13.2+dfsg-1ubuntu0.1	amd64
libfribidi0	1.0.13-3build1	amd64
libfuse3-3	3.14.0-5build1	amd64
libgbm1	25.2.8-0ubuntu0.24.04.2	amd64
libgcc-13-dev	13.3.0-6ubuntu2~24.04.1	amd64
libgcc-s1	14.2.0-4ubuntu2~24.04.1	amd64
libgcrypt20	1.10.3-2ubuntu0.2	amd64
libgdbm-compat4t64	1.23-5.1build1	amd64
libgdbm6t64	1.23-5.1build1	amd64
libgdk-pixbuf-2.0-0	2.42.10+dfsg-3ubuntu3.3	amd64
libgdk-pixbuf2.0-bin	2.42.10+dfsg-3ubuntu3.3	amd64
libgdk-pixbuf2.0-common	2.42.10+dfsg-3ubuntu3.3	all
libgirepository-1.0-1	1.80.1-1	amd64
libgl1	1.7.0-1build1	amd64
libgl1-mesa-dri	25.2.8-0ubuntu0.24.04.2	amd64
libglib2.0-0t64	2.80.0-6ubuntu3.9	amd64
libglib2.0-bin	2.80.0-6ubuntu3.9	amd64
libglib2.0-data	2.80.0-6ubuntu3.9	all
libglvnd0	1.7.0-1build1	amd64
libglx-mesa0	25.2.8-0ubuntu0.24.04.2	amd64
libglx0	1.7.0-1build1	amd64
libgmp10	2:6.3.0+dfsg-2ubuntu6.1	amd64
libgnutls30t64	3.8.3-1.1ubuntu3.6	amd64
libgomp1	14.2.0-4ubuntu2~24.04.1	amd64
libgpg-error-l10n	1.47-3build2.1	all
libgpg-error0	1.47-3build2.1	amd64
libgpgme11t64	1.18.0-4.1ubuntu4	amd64
libgpm2	1.20.7-11	amd64
libgprofng0	2.42-4ubuntu2.10	amd64
libgraphite2-3	1.3.14-2ubuntu0.24.04.1	amd64
libgs-common	10.02.1~dfsg1-0ubuntu7.9	all
libgs10	10.02.1~dfsg1-0ubuntu7.9	amd64
libgs10-common	10.02.1~dfsg1-0ubuntu7.9	all
libgssapi-krb5-2	1.20.1-6ubuntu2.8	amd64
libgstreamer1.0-0	1.24.2-1ubuntu0.1	amd64
libgtk-3-0t64	3.24.41-4ubuntu1.3	amd64
libgtk-3-bin	3.24.41-4ubuntu1.3	amd64
libgtk-3-common	3.24.41-4ubuntu1.3	all
libharfbuzz0b	8.3.0-2build2	amd64
libheif-plugin-aomdec	1.17.6-1ubuntu4.8	amd64
libheif-plugin-aomenc	1.17.6-1ubuntu4.8	amd64
libheif1	1.17.6-1ubuntu4.8	amd64
libhogweed6t64	3.9.1-2.2build1.1	amd64
libhwasan0	14.2.0-4ubuntu2~24.04.1	amd64
libice6	2:1.0.10-1build3	amd64
libicu74	74.2-1ubuntu3.1	amd64
libidn12	1.42-1ubuntu0.1	amd64
libidn2-0	2.3.7-2build1.1	amd64
libijs-0.35	0.35-15.1build1	amd64
libimath-3-1-29t64	3.1.9-3.1ubuntu2	amd64
libip4tc2	1.8.10-3ubuntu2	amd64
libip6tc2	1.8.10-3ubuntu2	amd64
libisl23	0.26-3build1.1	amd64
libitm1	14.2.0-4ubuntu2~24.04.1	amd64
libjansson4	2.14-2build2	amd64
libjbig0	2.1-6.1ubuntu2	amd64
libjbig2dec0	0.20-1ubuntu0.24.04.1	amd64
libjpeg-turbo8	2.1.5-2ubuntu2	amd64
libjpeg8	8c-2ubuntu11	amd64
libjq1	1.7.1-3ubuntu0.24.04.2	amd64
libjson-c5	0.17-1build1	amd64
libjxr-tools	1.2~git20170615.f752187-5.1ubuntu2	amd64
libjxr0t64	1.2~git20170615.f752187-5.1ubuntu2	amd64
libk5crypto3	1.20.1-6ubuntu2.8	amd64
libkeyutils1	1.6.3-3build1	amd64
libkmod2	31+20240202-2ubuntu7.2	amd64
libkrb5-3	1.20.1-6ubuntu2.8	amd64
libkrb5support0	1.20.1-6ubuntu2.8	amd64
libksba8	1.6.6-1build1	amd64
liblcms2-2	2.14-2ubuntu0.1	amd64
libldap-common	2.6.10+dfsg-0ubuntu0.24.04.1	all
libldap2	2.6.10+dfsg-0ubuntu0.24.04.1	amd64
liblerc4	4.0.0+ds-4ubuntu2	amd64
libllvm20	1:20.1.2-0ubuntu1~24.04.3	amd64
liblocale-gettext-perl	1.07-6ubuntu5	amd64
liblqr-1-0	0.4.2-2.1build2	amd64
liblsan0	14.2.0-4ubuntu2~24.04.1	amd64
libltdl7	2.4.7-7build1	amd64
liblz4-1	1.9.4-1build1.1	amd64
liblzma5	5.6.1+really5.4.5-1ubuntu0.3	amd64
liblzo2-2	2.10-2build4	amd64
libmagic-mgc	1:5.45-3build1	amd64
libmagic1t64	1:5.45-3build1	amd64
libmagickcore-6.q16-7-extra	8:6.9.12.98+dfsg1-5.2build2	amd64
libmagickcore-6.q16-7t64	8:6.9.12.98+dfsg1-5.2build2	amd64
libmagickwand-6.q16-7t64	8:6.9.12.98+dfsg1-5.2build2	amd64
libmd0	1.1.0-2build1.1	amd64
libmnl0	1.0.5-2build1	amd64
libmount1	2.39.3-9ubuntu6.6	amd64
libmpc3	1.3.1-1build1.1	amd64
libmpfr6	4.2.1-1build1.1	amd64
libncursesw6	6.4+20240113-1ubuntu2.2	amd64
libnetfilter-conntrack3	1.0.9-6build1	amd64
libnetpbm11t64	2:11.05.02-1.1build1	amd64
libnetplan1	1.1.2-8ubuntu1~24.04.2	amd64
libnettle8t64	3.9.1-2.2build1.1	amd64
libnewt0.52	0.52.24-2ubuntu2	amd64
libnfnetlink0	1.0.2-2build1	amd64
libnftables1	1.0.9-1ubuntu0.1	amd64
libnftnl11	1.2.6-2build1	amd64
libnghttp2-14	1.59.0-1ubuntu0.4	amd64
libnpth0t64	1.6-3.1build1	amd64
libnspr4	2:4.35-1.1build1	amd64
libnss-systemd	255.4-1ubuntu8.17	amd64
libnss3	2:3.98-1ubuntu0.2	amd64
libnss3-tools	2:3.98-1ubuntu0.2	amd64
libonig5	6.9.9-1build1	amd64
libopenexr-3-1-30	3.1.5-5.1build3	amd64
libopenjp2-7	2.5.0-2ubuntu0.5	amd64
libp11-kit0	0.25.3-4ubuntu2.2	amd64
libpackagekit-glib2-18	1.2.8-2ubuntu1.5	amd64
libpam-cap	1:2.66-5ubuntu2.4	amd64
libpam-modules	1.5.3-5ubuntu5.7	amd64
libpam-modules-bin	1.5.3-5ubuntu5.7	amd64
libpam-runtime	1.5.3-5ubuntu5.7	all
libpam-systemd	255.4-1ubuntu8.17	amd64
libpam0g	1.5.3-5ubuntu5.7	amd64
libpango-1.0-0	1.52.1+ds-1build1	amd64
libpangocairo-1.0-0	1.52.1+ds-1build1	amd64
libpangoft2-1.0-0	1.52.1+ds-1build1	amd64
libpaper-utils	1.1.29build1	amd64
libpaper1	1.1.29build1	amd64
libpciaccess0	0.17-3ubuntu0.24.04.2	amd64
libpcre2-8-0	10.42-4ubuntu2.1	amd64
libperl5.38t64	5.38.2-3.2ubuntu0.6	amd64
libpipeline1	1.5.7-2	amd64
libpixman-1-0	0.42.2-1build1	amd64
libpng16-16t64	1.6.43-5ubuntu0.6	amd64
libpolkit-agent-1-0	124-2ubuntu1.24.04.4	amd64
libpolkit-gobject-1-0	124-2ubuntu1.24.04.4	amd64
libpopt0	1.19+dfsg-1build1	amd64
libproc2-0	2:4.0.4-4ubuntu3.3	amd64
libpsl5t64	0.21.2-1.1build1	amd64
libpython3-stdlib	3.12.3-0ubuntu2.1	amd64
libpython3.12-minimal	3.12.3-1ubuntu0.17	amd64
libpython3.12-stdlib	3.12.3-1ubuntu0.17	amd64
libpython3.12t64	3.12.3-1ubuntu0.17	amd64
libquadmath0	14.2.0-4ubuntu2~24.04.1	amd64
libraw23t64	0.21.2-2.1ubuntu0.24.04.2	amd64
libreadline8t64	8.2-4build1	amd64
librsvg2-2	2.58.0+dfsg-1build1	amd64
librsvg2-common	2.58.0+dfsg-1build1	amd64
librtmp1	2.4+20151223.gitfa8646d.1-2build7	amd64
libsasl2-2	2.1.28+dfsg1-5ubuntu3.1	amd64
libsasl2-modules	2.1.28+dfsg1-5ubuntu3.1	amd64
libsasl2-modules-db	2.1.28+dfsg1-5ubuntu3.1	amd64
libseccomp2	2.5.5-1ubuntu3.1	amd64
libselinux1	3.5-2ubuntu2.1	amd64
libsemanage-common	3.5-1build5	all
libsemanage2	3.5-1build5	amd64
libsensors-config	1:3.6.0-9build1	all
libsensors5	1:3.6.0-9build1	amd64
libsepol2	3.5-2build1	amd64
libsframe1	2.42-4ubuntu2.10	amd64
libsharpyuv0	1.3.2-0.4build3	amd64
libsigsegv2	2.14-1ubuntu2	amd64
libslang2	2.3.3-3build2	amd64
libslirp0	4.7.0-1ubuntu3.1	amd64
libsm6	2:1.2.3-1build3	amd64
libsmartcols1	2.39.3-9ubuntu6.6	amd64
libsodium23	1.0.18-1ubuntu0.24.04.1	amd64
libsqlite3-0	3.45.1-1ubuntu2.8	amd64
libss2	1.47.0-2.4~exp1ubuntu4.1	amd64
libssh-4	0.10.6-2ubuntu0.5	amd64
libssl3t64	3.0.13-0ubuntu3.15	amd64
libstdc++-13-dev	13.3.0-6ubuntu2~24.04.1	amd64
libstdc++6	14.2.0-4ubuntu2~24.04.1	amd64
libstemmer0d	2.2.0-4build1	amd64
libsubid4	1:4.13+dfsg1-4ubuntu3.2	amd64
libsystemd-shared	255.4-1ubuntu8.17	amd64
libsystemd0	255.4-1ubuntu8.17	amd64
libtasn1-6	4.19.0-3ubuntu0.24.04.2	amd64
libtext-charwidth-perl	0.04-11build3	amd64
libtext-iconv-perl	1.7-8build3	amd64
libtext-wrapi18n-perl	0.06-10	all
libthai-data	0.1.29-2build1	all
libthai0	0.1.29-2build1	amd64
libtiff6	4.5.1+git230720-4ubuntu2.5	amd64
libtinfo6	6.4+20240113-1ubuntu2.2	amd64
libtirpc-common	1.3.4+ds-1.1build1	all
libtirpc3t64	1.3.4+ds-1.1build1	amd64
libtsan2	14.2.0-4ubuntu2~24.04.1	amd64
libubsan1	14.2.0-4ubuntu2~24.04.1	amd64
libuchardet0	0.0.8-1build1	amd64
libudev1	255.4-1ubuntu8.17	amd64
libunistring5	1.1-2build1.1	amd64
libunwind8	1.6.2-3build1.1	amd64
libutempter0	1.2.1-3build1	amd64
libuuid1	2.39.3-9ubuntu6.6	amd64
libvulkan1	1.3.275.0-1build1	amd64
libwayland-client0	1.22.0-2.1build1	amd64
libwayland-cursor0	1.22.0-2.1build1	amd64
libwayland-egl1	1.22.0-2.1build1	amd64
libwebp7	1.3.2-0.4build3	amd64
libwebpdemux2	1.3.2-0.4build3	amd64
libwebpmux3	1.3.2-0.4build3	amd64
libwmflite-0.2-7	0.2.13-1.1build3	amd64
libwrap0	7.6.q-33	amd64
libx11-6	2:1.8.7-1build1	amd64
libx11-data	2:1.8.7-1build1	all
libx11-xcb1	2:1.8.7-1build1	amd64
libxau6	1:1.0.9-1build6	amd64
libxaw7	2:1.0.14-1build2	amd64
libxcb-dri3-0	1.15-1ubuntu2	amd64
libxcb-glx0	1.15-1ubuntu2	amd64
libxcb-present0	1.15-1ubuntu2	amd64
libxcb-randr0	1.15-1ubuntu2	amd64
libxcb-render0	1.15-1ubuntu2	amd64
libxcb-shape0	1.15-1ubuntu2	amd64
libxcb-shm0	1.15-1ubuntu2	amd64
libxcb-sync1	1.15-1ubuntu2	amd64
libxcb-xfixes0	1.15-1ubuntu2	amd64
libxcb1	1.15-1ubuntu2	amd64
libxcomposite1	1:0.4.5-1build3	amd64
libxcursor1	1:1.2.1-1build1	amd64
libxdamage1	1:1.1.6-1build1	amd64
libxdmcp6	1:1.1.3-0ubuntu6	amd64
libxdo3	1:3.20160805.1-5build1	amd64
libxext6	2:1.3.4-1build2	amd64
libxfixes3	1:6.0.0-2build1	amd64
libxfont2	1:2.0.6-1+deb13u1build0.24.04.2	amd64
libxft2	2.3.6-1build1	amd64
libxi6	2:1.8.1-1build1	amd64
libxinerama1	2:1.1.4-3build1	amd64
libxkbcommon0	1.6.0-1build1	amd64
libxkbfile1	1:1.1.0-1build4	amd64
libxml2	2.9.14+dfsg-1.3ubuntu3.9	amd64
libxmlb2	0.3.24-1~ubuntu0.24.04.1	amd64
libxmu6	2:1.1.3-3build2	amd64
libxmuu1	2:1.1.3-3build2	amd64
libxpm4	1:3.5.17-1ubuntu0.24.04.1	amd64
libxrandr2	2:1.5.2-2build1	amd64
libxrender1	1:0.9.10-1.1build1	amd64
libxshmfence1	1.3-1build5	amd64
libxt6t64	1:1.2.1-1.2build1	amd64
libxtables12	1.8.10-3ubuntu2	amd64
libxtst6	2:1.2.3-1.1build1	amd64
libxv1	2:1.0.11-1.1build1	amd64
libxxf86dga1	2:1.1.5-1build1	amd64
libxxf86vm1	1:1.1.4-1build4	amd64
libxxhash0	0.8.2-2build1	amd64
libyajl2	2.1.0-5build1	amd64
libyaml-0-2	0.2.5-1build1	amd64
libzstd1	1.5.5+dfsg2-2build1.1	amd64
linux-libc-dev	6.8.0-139.139	amd64
locales	2.39-0ubuntu8.9	all
login	1:4.13+dfsg1-4ubuntu3.2	amd64
logrotate	3.21.0-2build1	amd64
logsave	1.47.0-2.4~exp1ubuntu4.1	amd64
lsb-release	12.0-2	all
lshw	02.19.git.2021.06.19.996aaad9c7-2ubuntu0.24.04.1	amd64
lsof	4.95.0-1build3	amd64
lto-disabled-list	47	all
make	4.3-4.1build2	amd64
man-db	2.12.0-4build2	amd64
manpages	6.7-2	all
mawk	1.3.4.20240123-1build1	amd64
media-types	10.1.0	all
mesa-libgallium	25.2.8-0ubuntu0.24.04.2	amd64
mesa-vulkan-drivers	25.2.8-0ubuntu0.24.04.2	amd64
motd-news-config	13ubuntu10.5	all
mount	2.39.3-9ubuntu6.6	amd64
nano	7.2-2ubuntu0.2	amd64
ncurses-base	6.4+20240113-1ubuntu2.2	all
ncurses-bin	6.4+20240113-1ubuntu2.2	amd64
netavark	1.4.0-4	amd64
netbase	6.4	all
netcat-openbsd	1.226-1ubuntu2	amd64
netpbm	2:11.05.02-1.1build1	amd64
netplan-generator	1.1.2-8ubuntu1~24.04.2	amd64
netplan.io	1.1.2-8ubuntu1~24.04.2	amd64
networkd-dispatcher	2.2.4-1	all
nftables	1.0.9-1ubuntu0.1	amd64
openssh-client	1:9.6p1-3ubuntu13.19	amd64
openssl	3.0.13-0ubuntu3.15	amd64
packagekit	1.2.8-2ubuntu1.5	amd64
packagekit-tools	1.2.8-2ubuntu1.5	amd64
passt	0.0~git20240220.1e6f92b-1	amd64
passwd	1:4.13+dfsg1-4ubuntu3.2	amd64
pastebinit	1.6.2-1	all
patch	2.7.6-7build3	amd64
pci.ids	0.0~2024.03.31-1ubuntu0.1	all
perl	5.38.2-3.2ubuntu0.6	amd64
perl-base	5.38.2-3.2ubuntu0.6	amd64
perl-modules-5.38	5.38.2-3.2ubuntu0.6	all
pinentry-curses	1.2.1-3ubuntu5	amd64
podman	4.9.3+ds1-1ubuntu0.2	amd64
polkitd	124-2ubuntu1.24.04.4	amd64
poppler-data	0.4.12-1	all
procps	2:4.0.4-4ubuntu3.3	amd64
psmisc	23.7-1build1	amd64
publicsuffix	20231001.0357-0.1	all
python-apt-common	2.7.7ubuntu5.3	all
python-babel-localedata	2.10.3-3build1	all
python3	3.12.3-0ubuntu2.1	amd64
python3-apport	2.28.3-0ubuntu0.1	all
python3-apt	2.7.7ubuntu5.3	amd64
python3-attr	23.2.0-2	all
python3-automat	22.10.0-2	all
python3-babel	2.10.3-3build1	all
python3-bcrypt	3.2.2-1build1	amd64
python3-blinker	1.7.0-1	all
python3-certifi	2023.11.17-1	all
python3-cffi-backend	1.16.0-2build1	amd64
python3-chardet	5.2.0+dfsg-1	all
python3-click	8.1.6-2	all
python3-colorama	0.4.6-4	all
python3-commandnotfound	23.04.0	all
python3-configobj	5.0.8-3	all
python3-constantly	23.10.4-1	all
python3-cryptography	41.0.7-4ubuntu0.4	amd64
python3-dbus	1.3.2-5build3	amd64
python3-debconf	1.5.86ubuntu1	all
python3-distro	1.9.0-1	all
python3-distro-info	1.7build1	all
python3-distupgrade	1:24.04.29	all
